Train=True,epoch,epoch_examples,sample=(batch_idx * len(data)),loss,lr,rc
train,14,133326,0.651037,None,[0.0001],None
train,14,133548,0.627747,None,[0.0001],None
train,14,133770,0.627195,None,[0.0001],None
train,14,133992,0.619082,None,[0.0001],None
train,14,134214,0.626931,None,[0.0001],None
train,14,134436,0.575999,None,[0.0001],None
train,14,134658,0.592963,None,[0.0001],None
train,14,134658,0.592963,0.511826196,[0.0001],None
val,14,None,0.673470047,0.505428994,None,0.168199943
train,15,135000,0.660382,None,[0.0001],None
train,15,135222,0.613579,None,[0.0001],None
train,15,135444,0.666953,None,[0.0001],None
train,15,135666,0.564556,None,[0.0001],None
train,15,135888,0.558134,None,[0.0001],None
train,15,136110,0.624304,None,[0.0001],None
train,15,136332,0.661247,None,[0.0001],None
train,15,136554,0.643243,None,[0.0001],None
train,15,136776,0.710365,None,[0.0001],None
train,15,136998,0.686945,None,[0.0001],None
train,15,137220,0.634041,None,[0.0001],None
train,15,137442,0.71525,None,[0.0001],None
train,15,137664,0.718257,None,[0.0001],None
train,15,137886,0.658142,None,[0.0001],None
train,15,138108,0.637312,None,[0.0001],None
train,15,138330,0.612504,None,[0.0001],None
train,15,138552,0.587757,None,[0.0001],None
train,15,138774,0.613287,None,[0.0001],None
train,15,138996,0.626355,None,[0.0001],None
train,15,139218,0.661003,None,[0.0001],None
train,15,139440,0.632745,None,[0.0001],None
train,15,139662,0.533601,None,[0.0001],None
train,15,139884,0.639728,None,[0.0001],None
train,15,140106,0.706871,None,[0.0001],None
train,15,140328,0.686596,None,[0.0001],None
train,15,140550,0.641712,None,[0.0001],None
train,15,140772,0.681411,None,[0.0001],None
train,15,140994,0.664579,None,[0.0001],None
train,15,141216,0.684896,None,[0.0001],None
train,15,141438,0.610207,None,[0.0001],None
train,15,141660,0.570481,None,[0.0001],None
train,15,141882,0.682013,None,[0.0001],None
train,15,142104,0.654753,None,[0.0001],None
train,15,142326,0.65765,None,[0.0001],None
train,15,142548,0.697996,None,[0.0001],None
train,15,142770,0.633154,None,[0.0001],None
train,15,142992,0.640986,None,[0.0001],None
train,15,143214,0.575702,None,[0.0001],None
train,15,143436,0.535989,None,[0.0001],None
train,15,143658,0.571118,None,[0.0001],None
train,15,143658,0.571118,0.514614743,[0.0001],None
val,15,None,0.760810007,0.506954926,None,0.190034935
train,16,144000,0.673839,None,[0.0001],None
train,16,144222,0.713187,None,[0.0001],None
train,16,144444,0.577925,None,[0.0001],None
train,16,144666,0.604097,None,[0.0001],None
train,16,144888,0.61644,None,[0.0001],None
train,16,145110,0.598555,None,[0.0001],None
train,16,145332,0.742899,None,[0.0001],None
train,16,145554,0.643391,None,[0.0001],None
train,16,145776,0.570525,None,[0.0001],None
train,16,145998,0.568686,None,[0.0001],None
train,16,146220,0.626748,None,[0.0001],None
train,16,146442,0.635125,None,[0.0001],None
train,16,146664,0.640661,None,[0.0001],None
train,16,146886,0.630819,None,[0.0001],None
train,16,147108,0.663787,None,[0.0001],None
train,16,147330,0.656127,None,[0.0001],None
train,16,147552,0.597418,None,[0.0001],None
train,16,147774,0.645617,None,[0.0001],None
train,16,147996,0.565827,None,[0.0001],None
train,16,148218,0.62869,None,[0.0001],None
train,16,148440,0.606255,None,[0.0001],None
train,16,148662,0.681328,None,[0.0001],None
train,16,148884,0.719502,None,[0.0001],None
train,16,149106,0.585118,None,[0.0001],None
train,16,149328,0.667604,None,[0.0001],None
train,16,149550,0.585217,None,[0.0001],None
train,16,149772,0.662103,None,[0.0001],None
train,16,149994,0.622422,None,[0.0001],None
train,16,150216,0.717832,None,[0.0001],None
train,16,150438,0.73157,None,[0.0001],None
train,16,150660,0.51716,None,[0.0001],None
train,16,150882,0.741575,None,[0.0001],None
train,16,151104,0.672748,None,[0.0001],None
train,16,151326,0.635088,None,[0.0001],None
train,16,151548,0.605249,None,[0.0001],None
train,16,151770,0.608484,None,[0.0001],None
train,16,151992,0.706129,None,[0.0001],None
train,16,152214,0.62213,None,[0.0001],None
train,16,152436,0.728743,None,[0.0001],None
train,16,152658,0.58579,None,[0.0001],None
train,16,152658,0.58579,0.519326315,[0.0001],None
val,16,None,0.710282137,0.509704102,None,0.177402956
train,17,153000,0.597635,None,[0.0001],None
train,17,153222,0.570895,None,[0.0001],None
train,17,153444,0.641784,None,[0.0001],None
train,17,153666,0.558454,None,[0.0001],None
train,17,153888,0.601653,None,[0.0001],None
train,17,154110,0.556517,None,[0.0001],None
train,17,154332,0.589414,None,[0.0001],None
train,17,154554,0.617886,None,[0.0001],None
train,17,154776,0.620467,None,[0.0001],None
train,17,154998,0.687475,None,[0.0001],None
train,17,155220,0.611773,None,[0.0001],None
train,17,155442,0.703737,None,[0.0001],None
train,17,155664,0.676873,None,[0.0001],None
train,17,155886,0.656467,None,[0.0001],None
train,17,156108,0.505067,None,[0.0001],None
train,17,156330,0.587534,None,[0.0001],None
train,17,156552,0.707788,None,[0.0001],None
train,17,156774,0.657861,None,[0.0001],None
train,17,156996,0.58244,None,[0.0001],None
train,17,157218,0.507166,None,[0.0001],None
train,17,157440,0.663117,None,[0.0001],None
train,17,157662,0.644414,None,[0.0001],None
train,17,157884,0.545109,None,[0.0001],None
train,17,158106,0.639396,None,[0.0001],None
train,17,158328,0.657345,None,[0.0001],None
train,17,158550,0.676104,None,[0.0001],None
train,17,158772,0.628364,None,[0.0001],None
train,17,158994,0.610598,None,[0.0001],None
train,17,159216,0.620165,None,[0.0001],None
train,17,159438,0.567773,None,[0.0001],None
train,17,159660,0.58659,None,[0.0001],None
train,17,159882,0.63261,None,[0.0001],None
train,17,160104,0.695994,None,[0.0001],None
train,17,160326,0.740869,None,[0.0001],None
train,17,160548,0.721654,None,[0.0001],None
train,17,160770,0.609964,None,[0.0001],None
train,17,160992,0.586245,None,[0.0001],None
train,17,161214,0.688362,None,[0.0001],None
train,17,161436,0.632347,None,[0.0001],None
train,17,161658,0.666726,None,[0.0001],None
train,17,161658,0.666726,0.53174904,[0.0001],None
val,17,None,0.680105989,0.51274834,None,0.169858923
train,18,162000,0.607376,None,[0.0001],None
train,18,162222,0.553995,None,[0.0001],None
train,18,162444,0.508906,None,[0.0001],None
train,18,162666,0.563947,None,[0.0001],None
train,18,162888,0.577964,None,[0.0001],None
train,18,163110,0.589038,None,[0.0001],None
train,18,163332,0.653121,None,[0.0001],None
train,18,163554,0.770405,None,[0.0001],None
train,18,163776,0.648753,None,[0.0001],None
train,18,163998,0.55444,None,[0.0001],None
train,18,164220,0.620141,None,[0.0001],None
train,18,164442,0.589778,None,[0.0001],None
train,18,164664,0.613183,None,[0.0001],None
train,18,164886,0.543298,None,[0.0001],None
train,18,165108,0.592676,None,[0.0001],None
train,18,165330,0.591747,None,[0.0001],None
train,18,165552,0.596177,None,[0.0001],None
train,18,165774,0.627095,None,[0.0001],None
train,18,165996,0.605079,None,[0.0001],None
train,18,166218,0.466057,None,[0.0001],None
train,18,166440,0.62263,None,[0.0001],None
train,18,166662,0.556121,None,[0.0001],None
train,18,166884,0.503454,None,[0.0001],None
train,18,167106,0.586372,None,[0.0001],None
train,18,167328,0.68439,None,[0.0001],None
train,18,167550,0.631932,None,[0.0001],None
train,18,167772,0.595444,None,[0.0001],None
train,18,167994,0.607676,None,[0.0001],None
train,18,168216,0.5563,None,[0.0001],None
train,18,168438,0.602382,None,[0.0001],None
train,18,168660,0.621182,None,[0.0001],None
train,18,168882,0.664544,None,[0.0001],None
train,18,169104,0.715015,None,[0.0001],None
train,18,169326,0.588173,None,[0.0001],None
train,18,169548,0.587604,None,[0.0001],None
train,18,169770,0.62263,None,[0.0001],None
train,18,169992,0.641191,None,[0.0001],None
train,18,170214,0.61553,None,[0.0001],None
train,18,170436,0.580654,None,[0.0001],None
train,18,170658,0.603984,None,[0.0001],None
train,18,170658,0.603984,0.550019884,[0.0001],None
val,18,None,0.657987733,0.508683779,None,0.164329355
train,19,171000,0.661692,None,[0.0001],None
train,19,171222,0.589238,None,[0.0001],None
train,19,171444,0.549249,None,[0.0001],None
train,19,171666,0.587288,None,[0.0001],None
train,19,171888,0.640877,None,[0.0001],None
train,19,172110,0.530075,None,[0.0001],None
train,19,172332,0.627274,None,[0.0001],None
train,19,172554,0.647571,None,[0.0001],None
train,19,172776,0.701853,None,[0.0001],None
train,19,172998,0.576516,None,[0.0001],None
train,19,173220,0.540284,None,[0.0001],None
train,19,173442,0.577009,None,[0.0001],None
train,19,173664,0.63109,None,[0.0001],None
train,19,173886,0.581668,None,[0.0001],None
train,19,174108,0.618337,None,[0.0001],None
train,19,174330,0.5842,None,[0.0001],None
train,19,174552,0.570938,None,[0.0001],None
train,19,174774,0.568627,None,[0.0001],None
train,19,174996,0.542466,None,[0.0001],None
train,19,175218,0.559117,None,[0.0001],None
train,19,175440,0.611552,None,[0.0001],None
train,19,175662,0.536,None,[0.0001],None
train,19,175884,0.705329,None,[0.0001],None
train,19,176106,0.51496,None,[0.0001],None
train,19,176328,0.538238,None,[0.0001],None
train,19,176550,0.713545,None,[0.0001],None
train,19,176772,0.670632,None,[0.0001],None
train,19,176994,0.663543,None,[0.0001],None
train,19,177216,0.626627,None,[0.0001],None
train,19,177438,0.601474,None,[0.0001],None
train,19,177660,0.62371,None,[0.0001],None
train,19,177882,0.649716,None,[0.0001],None
train,19,178104,0.572698,None,[0.0001],None
train,19,178326,0.56767,None,[0.0001],None
train,19,178548,0.617175,None,[0.0001],None
train,19,178770,0.504747,None,[0.0001],None
train,19,178992,0.678813,None,[0.0001],None
train,19,179214,0.658388,None,[0.0001],None
train,19,179436,0.635455,None,[0.0001],None
train,19,179658,0.556663,None,[0.0001],None
train,19,179658,0.556663,0.553280093,[0.0001],None
val,19,None,0.743747888,0.512319819,None,0.185769376
train,20,180000,0.527142,None,[0.0001],None
train,20,180222,0.596664,None,[0.0001],None
train,20,180444,0.554229,None,[0.0001],None
train,20,180666,0.524611,None,[0.0001],None
train,20,180888,0.630009,None,[0.0001],None
train,20,181110,0.605378,None,[0.0001],None
train,20,181332,0.657265,None,[0.0001],None
train,20,181554,0.61136,None,[0.0001],None
train,20,181776,0.673557,None,[0.0001],None
train,20,181998,0.614778,None,[0.0001],None
train,20,182220,0.559025,None,[0.0001],None
train,20,182442,0.63728,None,[0.0001],None
train,20,182664,0.536576,None,[0.0001],None
train,20,182886,0.655523,None,[0.0001],None
train,20,183108,0.579281,None,[0.0001],None
train,20,183330,0.589077,None,[0.0001],None
train,20,183552,0.587033,None,[0.0001],None
train,20,183774,0.574307,None,[0.0001],None
train,20,183996,0.528805,None,[0.0001],None
train,20,184218,0.655738,None,[0.0001],None
train,20,184440,0.64466,None,[0.0001],None
train,20,184662,0.608631,None,[0.0001],None
train,20,184884,0.615931,None,[0.0001],None
train,20,185106,0.574702,None,[0.0001],None
train,20,185328,0.649568,None,[0.0001],None
train,20,185550,0.669938,None,[0.0001],None
train,20,185772,0.687145,None,[0.0001],None
train,20,185994,0.531336,None,[0.0001],None
train,20,186216,0.522684,None,[0.0001],None
train,20,186438,0.613401,None,[0.0001],None
train,20,186660,0.505112,None,[0.0001],None
train,20,186882,0.586869,None,[0.0001],None
train,20,187104,0.649614,None,[0.0001],None
train,20,187326,0.728236,None,[0.0001],None
train,20,187548,0.585089,None,[0.0001],None
train,20,187770,0.609611,None,[0.0001],None
train,20,187992,0.640749,None,[0.0001],None
train,20,188214,0.633959,None,[0.0001],None
train,20,188436,0.636878,None,[0.0001],None
train,20,188658,0.624636,None,[0.0001],None
train,20,188658,0.624636,0.540918,[0.0001],None
val,20,None,0.788458988,0.499783179,None,0.196947151
train,21,189000,0.606623,None,[0.0001],None
train,21,189222,0.549493,None,[0.0001],None
train,21,189444,0.624448,None,[0.0001],None
train,21,189666,0.675056,None,[0.0001],None
train,21,189888,0.685086,None,[0.0001],None
train,21,190110,0.615272,None,[0.0001],None
train,21,190332,0.700994,None,[0.0001],None
train,21,190554,0.65926,None,[0.0001],None
train,21,190776,0.60191,None,[0.0001],None
train,21,190998,0.572486,None,[0.0001],None
train,21,191220,0.62306,None,[0.0001],None
train,21,191442,0.650725,None,[0.0001],None
train,21,191664,0.633028,None,[0.0001],None
train,21,191886,0.588205,None,[0.0001],None
train,21,192108,0.516794,None,[0.0001],None
train,21,192330,0.599504,None,[0.0001],None
train,21,192552,0.657847,None,[0.0001],None
train,21,192774,0.591013,None,[0.0001],None
train,21,192996,0.519808,None,[0.0001],None
train,21,193218,0.525391,None,[0.0001],None
train,21,193440,0.583956,None,[0.0001],None
train,21,193662,0.61772,None,[0.0001],None
train,21,193884,0.529606,None,[0.0001],None
train,21,194106,0.618617,None,[0.0001],None
train,21,194328,0.678975,None,[0.0001],None
train,21,194550,0.582537,None,[0.0001],None
train,21,194772,0.576652,None,[0.0001],None
train,21,194994,0.520655,None,[0.0001],None
train,21,195216,0.586722,None,[0.0001],None
train,21,195438,0.542994,None,[0.0001],None
train,21,195660,0.616437,None,[0.0001],None
train,21,195882,0.626139,None,[0.0001],None
train,21,196104,0.558065,None,[0.0001],None
train,21,196326,0.680417,None,[0.0001],None
train,21,196548,0.497693,None,[0.0001],None
train,21,196770,0.499336,None,[0.0001],None
train,21,196992,0.611929,None,[0.0001],None
train,21,197214,0.576379,None,[0.0001],None
train,21,197436,0.543176,None,[0.0001],None
train,21,197658,0.615538,None,[0.0001],None
train,21,197658,0.615538,0.558761887,[0.0001],None
val,21,None,0.666445654,0.507940052,None,0.166443819
train,22,198000,0.553925,None,[0.0001],None
train,22,198222,0.49872,None,[0.0001],None
train,22,198444,0.562935,None,[0.0001],None
train,22,198666,0.515683,None,[0.0001],None
train,22,198888,0.624164,None,[0.0001],None
train,22,199110,0.63171,None,[0.0001],None
train,22,199332,0.653321,None,[0.0001],None
train,22,199554,0.617613,None,[0.0001],None
train,22,199776,0.58835,None,[0.0001],None
train,22,199998,0.622092,None,[0.0001],None
train,22,200220,0.618637,None,[0.0001],None
train,22,200442,0.788649,None,[0.0001],None
train,22,200664,0.616347,None,[0.0001],None
train,22,200886,0.593547,None,[0.0001],None
train,22,201108,0.596967,None,[0.0001],None
train,22,201330,0.611565,None,[0.0001],None
train,22,201552,0.653397,None,[0.0001],None
train,22,201774,0.776244,None,[0.0001],None
train,22,201996,0.630845,None,[0.0001],None
train,22,202218,0.630159,None,[0.0001],None
train,22,202440,0.602932,None,[0.0001],None
train,22,202662,0.633262,None,[0.0001],None
train,22,202884,0.672594,None,[0.0001],None
train,22,203106,0.672778,None,[0.0001],None
train,22,203328,0.642946,None,[0.0001],None
train,22,203550,0.586123,None,[0.0001],None
train,22,203772,0.592688,None,[0.0001],None
train,22,203994,0.653157,None,[0.0001],None
train,22,204216,0.766634,None,[0.0001],None
train,22,204438,0.668383,None,[0.0001],None
train,22,204660,0.64853,None,[0.0001],None
train,22,204882,0.606428,None,[0.0001],None
train,22,205104,0.546192,None,[0.0001],None
train,22,205326,0.563174,None,[0.0001],None
train,22,205548,0.626823,None,[0.0001],None
train,22,205770,0.582634,None,[0.0001],None
train,22,205992,0.557943,None,[0.0001],None
train,22,206214,0.590119,None,[0.0001],None
train,22,206436,0.594565,None,[0.0001],None
train,22,206658,0.573217,None,[0.0001],None
train,22,206658,0.573217,0.514223784,[0.0001],None
val,22,None,0.671745277,0.515057445,None,0.167768702
train,23,207000,0.526535,None,[0.0001],None
train,23,207222,0.642946,None,[0.0001],None
train,23,207444,0.566789,None,[0.0001],None
train,23,207666,0.58118,None,[0.0001],None
train,23,207888,0.558472,None,[0.0001],None
train,23,208110,0.63158,None,[0.0001],None
train,23,208332,0.571448,None,[0.0001],None
train,23,208554,0.539419,None,[0.0001],None
train,23,208776,0.63281,None,[0.0001],None
train,23,208998,0.620123,None,[0.0001],None
train,23,209220,0.492486,None,[0.0001],None
train,23,209442,0.510992,None,[0.0001],None
train,23,209664,0.588997,None,[0.0001],None
train,23,209886,0.566986,None,[0.0001],None
train,23,210108,0.542862,None,[0.0001],None
train,23,210330,0.585549,None,[0.0001],None
train,23,210552,0.562016,None,[0.0001],None
train,23,210774,0.617325,None,[0.0001],None
train,23,210996,0.603819,None,[0.0001],None
train,23,211218,0.63799,None,[0.0001],None
train,23,211440,0.630379,None,[0.0001],None
train,23,211662,0.576179,None,[0.0001],None
train,23,211884,0.5128,None,[0.0001],None
train,23,212106,0.62501,None,[0.0001],None
train,23,212328,0.698081,None,[0.0001],None
train,23,212550,0.590177,None,[0.0001],None
train,23,212772,0.732476,None,[0.0001],None
train,23,212994,0.580237,None,[0.0001],None
train,23,213216,0.569669,None,[0.0001],None
train,23,213438,0.596892,None,[0.0001],None
train,23,213660,0.609377,None,[0.0001],None
train,23,213882,0.476955,None,[0.0001],None
train,23,214104,0.500307,None,[0.0001],None
train,23,214326,0.568981,None,[0.0001],None
train,23,214548,0.576086,None,[0.0001],None
train,23,214770,0.582928,None,[0.0001],None
train,23,214992,0.567761,None,[0.0001],None
train,23,215214,0.577036,None,[0.0001],None
train,23,215436,0.672615,None,[0.0001],None
train,23,215658,0.604128,None,[0.0001],None
train,23,215658,0.604128,0.543858398,[0.0001],None
val,23,None,0.709798412,0.521259577,None,0.177281995
train,24,216000,0.545563,None,[0.0001],None
train,24,216222,0.544831,None,[0.0001],None
train,24,216444,0.471474,None,[0.0001],None
train,24,216666,0.566243,None,[0.0001],None
train,24,216888,0.672435,None,[0.0001],None
train,24,217110,0.592453,None,[0.0001],None
train,24,217332,0.579527,None,[0.0001],None
train,24,217554,0.670078,None,[0.0001],None
train,24,217776,0.562724,None,[0.0001],None
train,24,217998,0.628279,None,[0.0001],None
train,24,218220,0.521075,None,[0.0001],None
train,24,218442,0.538193,None,[0.0001],None
train,24,218664,0.55925,None,[0.0001],None
train,24,218886,0.58993,None,[0.0001],None
train,24,219108,0.526222,None,[0.0001],None
train,24,219330,0.644234,None,[0.0001],None
train,24,219552,0.573045,None,[0.0001],None
train,24,219774,0.70411,None,[0.0001],None
train,24,219996,0.671738,None,[0.0001],None
train,24,220218,0.555752,None,[0.0001],None
train,24,220440,0.565099,None,[0.0001],None
train,24,220662,0.617091,None,[0.0001],None
train,24,220884,0.656389,None,[0.0001],None
train,24,221106,0.640346,None,[0.0001],None
train,24,221328,0.574526,None,[0.0001],None
train,24,221550,0.646332,None,[0.0001],None
train,24,221772,0.526825,None,[0.0001],None
train,24,221994,0.656652,None,[0.0001],None
train,24,222216,0.680599,None,[0.0001],None
train,24,222438,0.58875,None,[0.0001],None
train,24,222660,0.596163,None,[0.0001],None
train,24,222882,0.612205,None,[0.0001],None
train,24,223104,0.676684,None,[0.0001],None
train,24,223326,0.561698,None,[0.0001],None
train,24,223548,0.533935,None,[0.0001],None
train,24,223770,0.688598,None,[0.0001],None
train,24,223992,0.593599,None,[0.0001],None
train,24,224214,0.600317,None,[0.0001],None
train,24,224436,0.524159,None,[0.0001],None
train,24,224658,0.632649,None,[0.0001],None
train,24,224658,0.632649,0.545299141,[0.0001],None
val,24,None,0.647282967,0.520025627,None,0.161653151
train,25,225000,0.538774,None,[0.0001],None
train,25,225222,0.606414,None,[0.0001],None
train,25,225444,0.713581,None,[0.0001],None
train,25,225666,0.654495,None,[0.0001],None
train,25,225888,0.618094,None,[0.0001],None
train,25,226110,0.56198,None,[0.0001],None
train,25,226332,0.546457,None,[0.0001],None
train,25,226554,0.616779,None,[0.0001],None
train,25,226776,0.512051,None,[0.0001],None
train,25,226998,0.534061,None,[0.0001],None
train,25,227220,0.528542,None,[0.0001],None
train,25,227442,0.654513,None,[0.0001],None
train,25,227664,0.538511,None,[0.0001],None
train,25,227886,0.532073,None,[0.0001],None
train,25,228108,0.514686,None,[0.0001],None
train,25,228330,0.567136,None,[0.0001],None
train,25,228552,0.510156,None,[0.0001],None
train,25,228774,0.590576,None,[0.0001],None
train,25,228996,0.628778,None,[0.0001],None
train,25,229218,0.630958,None,[0.0001],None
train,25,229440,0.516434,None,[0.0001],None
train,25,229662,0.59334,None,[0.0001],None
train,25,229884,0.55312,None,[0.0001],None
train,25,230106,0.565404,None,[0.0001],None
train,25,230328,0.593158,None,[0.0001],None
train,25,230550,0.491647,None,[0.0001],None
train,25,230772,0.501821,None,[0.0001],None
train,25,230994,0.627153,None,[0.0001],None
train,25,231216,0.564166,None,[0.0001],None
train,25,231438,0.523577,None,[0.0001],None
train,25,231660,0.489059,None,[0.0001],None
train,25,231882,0.602458,None,[0.0001],None
train,25,232104,0.551764,None,[0.0001],None
train,25,232326,0.639526,None,[0.0001],None
train,25,232548,0.588055,None,[0.0001],None
train,25,232770,0.581894,None,[0.0001],None
train,25,232992,0.557153,None,[0.0001],None
train,25,233214,0.568274,None,[0.0001],None
train,25,233436,0.617026,None,[0.0001],None
train,25,233658,0.542574,None,[0.0001],None
train,25,233658,0.542574,0.563848127,[0.0001],None
val,25,None,0.658922033,0.527826904,None,0.16456292
train,26,234000,0.573138,None,[0.0001],None
train,26,234222,0.61784,None,[0.0001],None
train,26,234444,0.560881,None,[0.0001],None
train,26,234666,0.52127,None,[0.0001],None
train,26,234888,0.575648,None,[0.0001],None
train,26,235110,0.559525,None,[0.0001],None
train,26,235332,0.610009,None,[0.0001],None
train,26,235554,0.568513,None,[0.0001],None
train,26,235776,0.562906,None,[0.0001],None
train,26,235998,0.559696,None,[0.0001],None
train,26,236220,0.512775,None,[0.0001],None
train,26,236442,0.604403,None,[0.0001],None
train,26,236664,0.611145,None,[0.0001],None
train,26,236886,0.607097,None,[0.0001],None
train,26,237108,0.630988,None,[0.0001],None
train,26,237330,0.592629,None,[0.0001],None
train,26,237552,0.50698,None,[0.0001],None
train,26,237774,0.545049,None,[0.0001],None
train,26,237996,0.503295,None,[0.0001],None
train,26,238218,0.569473,None,[0.0001],None
train,26,238440,0.660332,None,[0.0001],None
train,26,238662,0.578168,None,[0.0001],None
train,26,238884,0.524427,None,[0.0001],None
train,26,239106,0.534386,None,[0.0001],None
train,26,239328,0.5489,None,[0.0001],None
train,26,239550,0.469683,None,[0.0001],None
train,26,239772,0.530538,None,[0.0001],None
train,26,239994,0.516054,None,[0.0001],None
train,26,240216,0.588666,None,[0.0001],None
train,26,240438,0.585282,None,[0.0001],None
train,26,240660,0.66259,None,[0.0001],None
train,26,240882,0.603805,None,[0.0001],None
train,26,241104,0.522123,None,[0.0001],None
train,26,241326,0.51035,None,[0.0001],None
train,26,241548,0.515051,None,[0.0001],None
train,26,241770,0.657596,None,[0.0001],None
train,26,241992,0.575303,None,[0.0001],None
train,26,242214,0.575562,None,[0.0001],None
train,26,242436,0.609335,None,[0.0001],None
train,26,242658,0.582373,None,[0.0001],None
train,26,242658,0.582373,0.565906332,[0.0001],None
val,26,None,0.645067542,0.518956605,None,0.161099293
train,27,243000,0.507421,None,[0.0001],None
train,27,243222,0.516771,None,[0.0001],None
train,27,243444,0.646583,None,[0.0001],None
train,27,243666,0.550728,None,[0.0001],None
train,27,243888,0.642659,None,[0.0001],None
train,27,244110,0.553888,None,[0.0001],None
train,27,244332,0.53661,None,[0.0001],None
train,27,244554,0.657874,None,[0.0001],None
train,27,244776,0.526054,None,[0.0001],None
train,27,244998,0.570536,None,[0.0001],None
train,27,245220,0.490361,None,[0.0001],None
train,27,245442,0.542716,None,[0.0001],None
train,27,245664,0.485416,None,[0.0001],None
train,27,245886,0.604552,None,[0.0001],None
train,27,246108,0.486839,None,[0.0001],None
train,27,246330,0.539135,None,[0.0001],None
train,27,246552,0.613005,None,[0.0001],None
train,27,246774,0.503174,None,[0.0001],None
train,27,246996,0.604129,None,[0.0001],None
train,27,247218,0.53656,None,[0.0001],None
train,27,247440,0.551195,None,[0.0001],None
train,27,247662,0.625778,None,[0.0001],None
train,27,247884,0.561843,None,[0.0001],None
train,27,248106,0.463101,None,[0.0001],None
train,27,248328,0.554368,None,[0.0001],None
train,27,248550,0.579767,None,[0.0001],None
train,27,248772,0.570586,None,[0.0001],None
train,27,248994,0.58341,None,[0.0001],None
train,27,249216,0.564482,None,[0.0001],None
train,27,249438,0.712963,None,[0.0001],None
train,27,249660,0.550822,None,[0.0001],None
train,27,249882,0.590995,None,[0.0001],None
train,27,250104,0.589994,None,[0.0001],None
train,27,250326,0.6015,None,[0.0001],None
train,27,250548,0.523901,None,[0.0001],None
train,27,250770,0.474524,None,[0.0001],None
train,27,250992,0.521115,None,[0.0001],None
train,27,251214,0.59165,None,[0.0001],None
train,27,251436,0.519403,None,[0.0001],None
train,27,251658,0.607177,None,[0.0001],None
train,27,251658,0.607177,0.580441127,[0.0001],None
val,27,None,0.653592285,0.527236634,None,0.163230484
train,28,252000,0.524727,None,[0.0001],None
train,28,252222,0.541072,None,[0.0001],None
train,28,252444,0.536465,None,[0.0001],None
train,28,252666,0.478357,None,[0.0001],None
train,28,252888,0.499393,None,[0.0001],None
train,28,253110,0.562496,None,[0.0001],None
train,28,253332,0.624058,None,[0.0001],None
